type,x,y,z,horizontalAccuracy,verticalAccuracy,timeStamp,timeStampTick
World,388966.030009669,804986.992887404,17.382402411333,0.012,0.018,26/09/2023 5:58:18 a.m.,638313046980000000
World,388966.018191704,804986.992877666,17.3693488875677,0.011,0.015,26/09/2023 5:58:19 a.m.,638313046990000000
World,388965.938823491,804987.10223732,17.4949940835947,0.011,0.016,26/09/2023 5:58:20 a.m.,638313047000000000
World,388965.193994927,804987.419631195,17.4906998140687,0.011,0.017,26/09/2023 5:58:21 a.m.,638313047010000000
World,388964.345183796,804987.778884719,17.550802049291,0.012,0.018,26/09/2023 5:58:22 a.m.,638313047020000000
World,388963.622769759,804988.061507302,17.5675119222789,0.012,0.017,26/09/2023 5:58:23 a.m.,638313047030000000
World,388962.996064257,804988.294321843,17.561409678394,0.013,0.019,26/09/2023 5:58:24 a.m.,638313047040000000
World,388962.547247207,804988.437313667,17.5506371922117,0.014,0.022,26/09/2023 5:58:25 a.m.,638313047050000000
World,388962.230931312,804987.898466564,17.6134997846376,0.015,0.024,26/09/2023 5:58:26 a.m.,638313047060000000
World,388961.953927983,804987.255318601,17.6227337042559,0.021,0.031,26/09/2023 5:58:27 a.m.,638313047070000000
World,388962.176063036,804987.019166638,17.66028018483,0.017,0.027,26/09/2023 5:58:28 a.m.,638313047080000000
World,388962.832506125,804986.855933194,17.6612999590601,0.021,0.032,26/09/2023 5:58:29 a.m.,638313047090000000
World,388963.585653811,804986.6590207,17.7152618566852,0.019,0.031,26/09/2023 5:58:30 a.m.,638313047100000000
World,388964.20836,804986.291867979,17.7208320291057,0.023,0.034,26/09/2023 5:58:31 a.m.,638313047110000000
World,388964.802117329,804986.152342447,17.6968258933224,0.021,0.034,26/09/2023 5:58:32 a.m.,638313047120000000
World,388965.548415062,804986.036630505,17.6408557491017,0.02,0.032,26/09/2023 5:58:33 a.m.,638313047130000000
World,388966.311845199,804985.760189543,17.6342077458715,0.021,0.034,26/09/2023 5:58:34 a.m.,638313047140000000
World,388967.059703923,804985.703761071,17.5587411651817,0.019,0.034,26/09/2023 5:58:35 a.m.,638313047150000000
World,388967.714809221,804986.071816302,17.569765070007,0.02,0.036,26/09/2023 5:58:36 a.m.,638313047160000000
World,388968.154988322,804986.814826219,17.5372893950861,0.022,0.039,26/09/2023 5:58:37 a.m.,638313047170000000
World,388968.280260814,804987.655020031,17.5861225325786,0.02,0.036,26/09/2023 5:58:38 a.m.,638313047180000000
World,388968.161034155,804988.360192846,17.601606741964,0.02,0.037,26/09/2023 5:58:39 a.m.,638313047190000000
World,388967.656344609,804988.68519037,17.6401689909183,0.021,0.039,26/09/2023 5:58:40 a.m.,638313047200000000
World,388966.867115336,804988.864746071,17.6603248884056,0.015,0.028,26/09/2023 5:58:41 a.m.,638313047210000000
World,388966.009621583,804988.849267117,17.6334742378376,0.016,0.029,26/09/2023 5:58:42 a.m.,638313047220000000
World,388965.337205275,804988.483321531,17.6432793203589,0.014,0.024,26/09/2023 5:58:43 a.m.,638313047230000000
World,388965.197471991,804987.727501497,17.6083419814405,0.015,0.026,26/09/2023 5:58:44 a.m.,638313047240000000
World,388965.475521766,804987.020323226,17.6099236824543,0.015,0.027,26/09/2023 5:58:45 a.m.,638313047250000000
World,388965.916075023,804986.707615525,17.5383890447955,0.013,0.024,26/09/2023 5:58:46 a.m.,638313047260000000
World,388966.217602753,804986.747883291,17.4179530863371,0.012,0.022,26/09/2023 5:58:47 a.m.,638313047270000000
World,388966.245608925,804986.719360433,17.3180775787156,0.013,0.024,26/09/2023 5:58:48 a.m.,638313047280000000
World,388966.249332227,804986.712386228,17.3566017370754,0.013,0.022,26/09/2023 5:58:49 a.m.,638313047290000000
World,388966.245129445,804986.715973459,17.3760595676027,0.013,0.025,26/09/2023 5:58:50 a.m.,638313047300000000
World,388966.260352958,804986.709905226,17.3699391878762,0.013,0.025,26/09/2023 5:58:51 a.m.,638313047310000000
World,388966.282418119,804986.700225405,17.3745224638808,0.013,0.026,26/09/2023 5:58:52 a.m.,638313047320000000
World,388966.261443974,804986.718713781,17.3551094771707,0.01,0.016,26/09/2023 5:58:53 a.m.,638313047330000000
World,388966.244215181,804986.715684447,17.3634191376822,0.01,0.017,26/09/2023 5:58:54 a.m.,638313047340000000
World,388966.2396941,804986.717846452,17.3744107322852,0.01,0.016,26/09/2023 5:58:55 a.m.,638313047350000000
World,388966.228742481,804986.715895343,17.375570262247,0.01,0.017,26/09/2023 5:58:56 a.m.,638313047360000000
World,388966.227147999,804986.720673757,17.3713106266111,0.009,0.016,26/09/2023 5:58:57 a.m.,638313047370000000
World,388966.234522259,804986.730663339,17.3578577608886,0.011,0.019,26/09/2023 5:58:58 a.m.,638313047380000000
World,388965.7051959,804986.724631036,17.4695642140279,0.01,0.018,26/09/2023 5:58:59 a.m.,638313047390000000
World,388964.628905712,804986.958026142,17.5613761514208,0.011,0.02,26/09/2023 5:59:00 a.m.,638313047400000000
World,388963.473089364,804987.473577208,17.580623561185,0.012,0.021,26/09/2023 5:59:01 a.m.,638313047410000000
World,388962.33689096,804988.112867914,17.5684689375343,0.012,0.022,26/09/2023 5:59:02 a.m.,638313047420000000
World,388961.256108298,804988.849397682,17.6416860867245,0.014,0.024,26/09/2023 5:59:03 a.m.,638313047430000000
World,388960.288021556,804989.619011726,17.6323785213658,0.016,0.027,26/09/2023 5:59:04 a.m.,638313047440000000
World,388959.194585252,804990.243074728,17.6848343850807,0.016,0.026,26/09/2023 5:59:05 a.m.,638313047450000000
World,388958.026588067,804990.788900312,17.6407359181253,0.018,0.028,26/09/2023 5:59:06 a.m.,638313047460000000
World,388956.905137982,804991.215078068,17.7271601587354,0.017,0.026,26/09/2023 5:59:07 a.m.,638313047470000000
World,388955.747451149,804991.657309261,17.7660894596545,0.018,0.028,26/09/2023 5:59:08 a.m.,638313047480000000
World,388954.628208584,804991.93037281,17.7834456727628,0.016,0.023,26/09/2023 5:59:09 a.m.,638313047490000000
World,388953.574644514,804992.088501745,17.7651154469724,0.017,0.025,26/09/2023 5:59:10 a.m.,638313047500000000
World,388952.348125456,804992.310850668,17.7356876375031,0.013,0.02,26/09/2023 5:59:11 a.m.,638313047510000000
World,388950.97162573,804992.56443198,17.7536042144582,0.013,0.021,26/09/2023 5:59:12 a.m.,638313047520000000
World,388949.650934022,804992.71714014,17.7709668837089,0.013,0.022,26/09/2023 5:59:13 a.m.,638313047530000000
World,388948.365240391,804992.849033817,17.8110772900933,0.014,0.023,26/09/2023 5:59:14 a.m.,638313047540000000
World,388947.055381305,804993.084610887,17.8093564774666,0.012,0.02,26/09/2023 5:59:15 a.m.,638313047550000000
World,388945.801235326,804993.316283964,17.8257855363815,0.012,0.021,26/09/2023 5:59:16 a.m.,638313047560000000
World,388944.519195246,804993.546414711,17.8055135819222,0.013,0.022,26/09/2023 5:59:17 a.m.,638313047570000000
World,388943.234056012,804993.674719726,17.7981575512826,0.012,0.021,26/09/2023 5:59:18 a.m.,638313047580000000
World,388942.003298843,804993.806163744,17.7871879334788,0.01,0.018,26/09/2023 5:59:19 a.m.,638313047590000000
World,388940.756619784,804993.957168066,17.7987125211488,0.011,0.019,26/09/2023 5:59:20 a.m.,638313047600000000
World,388939.494696313,804994.165514281,17.8196446329002,0.01,0.018,26/09/2023 5:59:21 a.m.,638313047610000000
World,388938.3230383,804994.340954457,17.8341048590867,0.01,0.018,26/09/2023 5:59:22 a.m.,638313047620000000
World,388937.215186859,804994.493359718,17.8538307919548,0.011,0.02,26/09/2023 5:59:23 a.m.,638313047630000000
World,388936.175244977,804994.74024187,17.8854565252739,0.01,0.018,26/09/2023 5:59:24 a.m.,638313047640000000
World,388935.411882525,804995.034071516,17.7749757140605,0.009,0.016,26/09/2023 5:59:25 a.m.,638313047650000000
