id,type,x,y,z,horizontalAccuracy,verticalAccuracy,timeStamp,timeStampTick
7,World,388966.236168088,804986.736458238,17.4162989029513,0.014,0.023,28/09/2023 10:17:23 p.m.,638315362430000000
44,World,388935.05386741,804995.080224102,17.6597880737989,0.011,0.018,28/09/2023 10:18:00 p.m.,638315362800000000
69,World,388915.088501035,804996.122737294,17.7976909794653,0.014,0.022,28/09/2023 10:18:25 p.m.,638315363050000000
134,World,388856.082274229,805002.330898209,18.0746619260638,0.009,0.014,28/09/2023 10:19:30 p.m.,638315363700000000
177,World,388871.420362914,805051.432154288,18.3597294078227,0.803,0.811,28/09/2023 10:20:13 p.m.,638315364130000000
198,World,388871.9798714,805052.297544422,18.3858407003765,0.839,0.854,28/09/2023 10:20:34 p.m.,638315364340000000
257,World,388932.397837711,805058.109536919,17.6232627282717,0.009,0.014,28/09/2023 10:21:33 p.m.,638315364930000000
276,World,388937.133704644,805075.661233385,17.4382908394647,0.035,0.055,28/09/2023 10:21:52 p.m.,638315365120000000
311,World,388955.57265929,805082.36778059,17.3288871292205,0.102,0.147,28/09/2023 10:22:27 p.m.,638315365470000000
351,World,388954.252346944,805116.851844405,17.4533377872964,0.017,0.028,28/09/2023 10:23:07 p.m.,638315365870000000
393,World,388965.902271121,805075.842295079,17.6360431605871,0.121,0.159,28/09/2023 10:23:49 p.m.,638315366290000000
417,World,388972.860319853,805072.065320588,17.601703831582,0.299,0.347,28/09/2023 10:24:13 p.m.,638315366530000000
430,World,388980.039233603,805067.864487911,17.9998053074104,0.486,0.549,28/09/2023 10:24:26 p.m.,638315366660000000
471,World,388987.654729803,805026.154191171,17.1802511969038,0.026,0.041,28/09/2023 10:25:07 p.m.,638315367070000000
501,World,388986.86632583,805016.41372743,17.138575649892,0.013,0.024,28/09/2023 10:25:37 p.m.,638315367370000000
