id,type,x,y,z,horizontalAccuracy,verticalAccuracy,timeStamp,timeStampTick
46,World,388966.219961924,804986.739047482,17.4719616962595,0.016,0.04,16/10/2023 3:39:55 a.m.,638330243950000000
83,World,388935.032490056,804995.079692311,17.7137730638937,0.008,0.014,16/10/2023 3:40:32 a.m.,638330244320000000
110,World,388915.040341449,804996.107730105,17.8441861001314,0.008,0.014,16/10/2023 3:40:59 a.m.,638330244590000000
183,World,388856.100550524,805002.325985014,18.1201944630209,0.011,0.019,16/10/2023 3:42:12 a.m.,638330245320000000
1004,Device,388871.390278793,805052.463597714,19.2537703763188,0.114760628351898,0.0747876442322198,16/10/2023 3:43:07 a.m.,638330245870033380
1480,Device,388872.194252773,805053.389220397,19.1978937134087,0.119662743900446,0.0762474096035256,16/10/2023 3:43:23 a.m.,638330246030105050
2236,World,388932.397646546,805058.131692087,17.6594218319116,0.009,0.012,16/10/2023 3:44:42 a.m.,638330246820000000
2259,World,388937.221549423,805075.555374142,17.3747375343781,0.042,0.069,16/10/2023 3:45:05 a.m.,638330247050000000
2290,World,388955.68752517,805082.296363938,17.4118426736445,0.049,0.065,16/10/2023 3:45:36 a.m.,638330247360000000
2718,Device,388954.332706388,805116.948117889,18.014852481367,0.124281990608367,0.0962377753214169,16/10/2023 3:46:13 a.m.,638330247739881370
4350,Device,388965.84499919,805075.626739212,15.1737207115958,0.103250541338328,0.0805212250405098,16/10/2023 3:47:08 a.m.,638330248289859460
4975,Device,388973.248077355,805071.625590468,13.7931994410131,0.103250541338328,0.0805212250405098,16/10/2023 3:47:29 a.m.,638330248499846710
5629,Device,388980.891325965,805067.385092512,12.3113885361063,0.103250541338328,0.0805212250405098,16/10/2023 3:47:51 a.m.,638330248719974140
7176,Device,388987.807592991,805026.974309005,6.8164283463544,0.103250541338328,0.0805212250405098,16/10/2023 3:48:43 a.m.,638330249239917610
