id,type,x,y,z,horizontalAccuracy,verticalAccuracy,timeStamp,timeStampTick
1,World,388966.266937553,804986.73085294,17.4046174904157,0.016,0.035,16/10/2023 3:39:52 a.m.,638330243920000000
2,World,388966.228956409,804986.741775413,17.4022400310767,0.017,0.037,16/10/2023 3:39:53 a.m.,638330243930000000
3,World,388966.218715613,804986.735873843,17.3857428982276,0.019,0.04,16/10/2023 3:39:54 a.m.,638330243940000000
4,World,388966.219961924,804986.739047482,17.4719616962595,0.016,0.04,16/10/2023 3:39:55 a.m.,638330243950000000
5,World,388966.230334842,804986.739223672,17.486644361972,0.012,0.027,16/10/2023 3:39:56 a.m.,638330243960000000
6,World,388966.231723649,804986.738380086,17.4903993055964,0.014,0.03,16/10/2023 3:39:57 a.m.,638330243970000000
7,World,388966.231286912,804986.73542531,17.4842431519855,0.015,0.032,16/10/2023 3:39:58 a.m.,638330243980000000
8,World,388966.22779193,804986.748848857,17.495614174786,0.014,0.03,16/10/2023 3:39:59 a.m.,638330243990000000
9,World,388965.539626465,804986.929445984,17.5772196609391,0.013,0.027,16/10/2023 3:40:00 a.m.,638330244000000000
10,World,388964.437724463,804987.425617356,17.6153206438762,0.016,0.031,16/10/2023 3:40:01 a.m.,638330244010000000
11,World,388963.098392472,804988.044282822,17.5821076526282,0.018,0.031,16/10/2023 3:40:02 a.m.,638330244020000000
12,World,388961.786398097,804988.765684949,17.5911827313901,0.022,0.037,16/10/2023 3:40:03 a.m.,638330244030000000
13,World,388960.545215,804989.465320896,17.5695424383316,0.027,0.05,16/10/2023 3:40:04 a.m.,638330244040000000
14,World,388959.472189364,804990.086628833,17.6218222300588,0.024,0.047,16/10/2023 3:40:05 a.m.,638330244050000000
15,World,388958.478550637,804990.711813392,17.6837044605016,0.027,0.058,16/10/2023 3:40:06 a.m.,638330244060000000
16,World,388957.399138749,804991.22637064,17.7271771846053,0.027,0.058,16/10/2023 3:40:07 a.m.,638330244070000000
17,World,388956.316856508,804991.621898978,17.6661816928106,0.034,0.064,16/10/2023 3:40:08 a.m.,638330244080000000
18,World,388955.285279691,804992.035941881,17.6958476690615,0.035,0.064,16/10/2023 3:40:09 a.m.,638330244090000000
19,World,388954.239901277,804992.312693132,17.7082468282719,0.035,0.064,16/10/2023 3:40:10 a.m.,638330244100000000
20,World,388953.171887819,804992.551479171,17.6881449488611,0.035,0.065,16/10/2023 3:40:11 a.m.,638330244110000000
21,World,388952.066534756,804992.685046943,17.704882710771,0.036,0.065,16/10/2023 3:40:12 a.m.,638330244120000000
22,World,388950.952248834,804992.870952429,17.7192202455542,0.016,0.04,16/10/2023 3:40:13 a.m.,638330244130000000
23,World,388949.822553779,804993.061373639,17.7199012760583,0.012,0.028,16/10/2023 3:40:14 a.m.,638330244140000000
24,World,388948.700858024,804993.206534367,17.6979163600865,0.013,0.03,16/10/2023 3:40:15 a.m.,638330244150000000
25,World,388947.542250003,804993.410774429,17.7020099321456,0.014,0.031,16/10/2023 3:40:16 a.m.,638330244160000000
26,World,388946.390794443,804993.591986692,17.7403602439268,0.015,0.032,16/10/2023 3:40:17 a.m.,638330244170000000
27,World,388945.256228634,804993.707418698,17.7550520092618,0.011,0.025,16/10/2023 3:40:18 a.m.,638330244180000000
28,World,388944.06784304,804993.779115518,17.7498057244907,0.012,0.026,16/10/2023 3:40:19 a.m.,638330244190000000
29,World,388942.795227585,804993.96921542,17.7556230301854,0.013,0.027,16/10/2023 3:40:20 a.m.,638330244200000000
30,World,388941.471042094,804994.268954751,17.7324548408251,0.011,0.025,16/10/2023 3:40:21 a.m.,638330244210000000
31,World,388940.222194235,804994.536201121,17.7868831243418,0.01,0.023,16/10/2023 3:40:22 a.m.,638330244220000000
32,World,388938.91581171,804994.720916124,17.8181569213699,0.011,0.025,16/10/2023 3:40:23 a.m.,638330244230000000
33,World,388937.572788117,804994.841409615,17.8051514434781,0.011,0.026,16/10/2023 3:40:24 a.m.,638330244240000000
34,World,388936.478651809,804994.892167792,17.7881646640689,0.01,0.022,16/10/2023 3:40:25 a.m.,638330244250000000
35,World,388935.559698892,804995.058614244,17.7610818310887,0.009,0.019,16/10/2023 3:40:26 a.m.,638330244260000000
36,World,388935.118945012,804995.096714812,17.7197752011558,0.01,0.021,16/10/2023 3:40:27 a.m.,638330244270000000
37,World,388935.062609532,804995.084190532,17.6953741722479,0.01,0.022,16/10/2023 3:40:28 a.m.,638330244280000000
38,World,388935.061859418,804995.059533772,17.7093510401523,0.011,0.023,16/10/2023 3:40:29 a.m.,638330244290000000
39,World,388935.034946805,804995.07221403,17.7211419193614,0.011,0.021,16/10/2023 3:40:30 a.m.,638330244300000000
40,World,388935.029257879,804995.081175468,17.7144681812121,0.011,0.022,16/10/2023 3:40:31 a.m.,638330244310000000
41,World,388935.032490056,804995.079692311,17.7137730638937,0.008,0.014,16/10/2023 3:40:32 a.m.,638330244320000000
42,World,388935.029775735,804995.079643615,17.7074849827121,0.008,0.015,16/10/2023 3:40:33 a.m.,638330244330000000
