id,type,x,y,z,horizontalAccuracy,verticalAccuracy,timeStamp,timeStampTick
4,World,388966.219961924,804986.739047482,17.4719616962595,0.016,0.04,16/10/2023 3:39:55 a.m.,638330243950000000
41,World,388935.032490056,804995.079692311,17.7137730638937,0.008,0.014,16/10/2023 3:40:32 a.m.,638330244320000000
68,World,388915.040341449,804996.107730105,17.8441861001314,0.008,0.014,16/10/2023 3:40:59 a.m.,638330244590000000
141,World,388856.100550524,805002.325985014,18.1201944630209,0.011,0.019,16/10/2023 3:42:12 a.m.,638330245320000000
196,World,388870.397816431,805051.886491388,18.2978898791995,0.685,0.756,16/10/2023 3:43:07 a.m.,638330245870000000
212,World,388871.960313588,805053.168541457,19.1521085408625,0.173,0.142,16/10/2023 3:43:23 a.m.,638330246030000000
291,World,388932.397646546,805058.131692087,17.6594218319116,0.009,0.012,16/10/2023 3:44:42 a.m.,638330246820000000
314,World,388937.221549423,805075.555374142,17.3747375343781,0.042,0.069,16/10/2023 3:45:05 a.m.,638330247050000000
345,World,388955.68752517,805082.296363938,17.4118426736445,0.049,0.065,16/10/2023 3:45:36 a.m.,638330247360000000
383,World,388954.174684416,805115.557332838,19.6108328527012,0.944,1.477,16/10/2023 3:46:14 a.m.,638330247740000000
438,World,388965.559120914,805074.699621696,19.3020002812335,1.002,1.433,16/10/2023 3:47:09 a.m.,638330248290000000
459,World,388972.516121935,805071.225380387,19.4993730425266,1.119,1.614,16/10/2023 3:47:30 a.m.,638330248500000000
481,World,388980.056561864,805066.917716957,19.0788551393734,1.152,1.753,16/10/2023 3:47:52 a.m.,638330248720000000
533,World,388987.827151398,805026.45494648,17.055916624834,0.72,1.127,16/10/2023 3:48:44 a.m.,638330249240000000
