peg_id,f_easting,f_northing,f_elevation,f_horizontal_acc,f_vertical_acc,d_easting,d_northing,d_elevation,d_horizontal_acc,d_vertical_acc,w_easting,w_northing,w_elevation,w_horizontal_acc,w_vertical_acc
1,388966.233734116,804986.700980526,17.3846900008813,0.015,0.029,388966.399659311,804987.249274427,17.3357721828264,0.772112578988491,0.0811994266117792,388966.233734116,804986.700980526,17.3846900008813,0.015,0.029
2,388935.032373958,804995.071983544,17.64017581224,0.008,0.018,388935.016982204,804994.93565436,17.6107169443518,0.291685579924912,0.078086238566987,388935.032373958,804995.071983544,17.64017581224,0.008,0.018
3,388915.068149395,804996.118313123,17.817654397903,0.008,0.014,388914.534971516,804995.958756276,17.8251432982187,0.37964921032981,0.0703918587629142,388915.068149395,804996.118313123,17.817654397903,0.008,0.014
4,388856.086265192,805002.311322013,18.0696420780145,0.008,0.013,388854.889639711,805002.34226601,18.044527737516,1.00926091994643,0.0714783865963493,388856.086265192,805002.311322013,18.0696420780145,0.008,0.013
5,388871.386831941,805052.302287082,18.9525007285711,0.024,0.049,388871.375211221,805052.432071727,18.9771406961764,0.282073275889648,0.25850332225557,388871.386831941,805052.302287082,18.9525007285711,0.024,0.049
6,388872.038103232,805053.225043575,18.9851015523295,0.021,0.036,388851.927091665,805018.154240659,16.5464381683763,36.924387953595,2.37929648327131,388872.038103232,805053.225043575,18.9851015523295,0.021,0.036
7,388932.410244173,805058.159413224,17.5924506715135,0.008,0.013,388915.466295812,805079.190011101,21.7345185552569,18.1540819469111,2.16818460394612,388932.410244173,805058.159413224,17.5924506715135,0.008,0.013
8,388937.190698038,805075.645037298,17.5078609305412,0.017,0.028,388937.85774804,805087.40459015,17.2536133970313,24.5051926548493,0.239419582626482,388937.190698038,805075.645037298,17.5078609305412,0.017,0.028
9,388955.591525791,805082.409264374,17.5391902620687,0.151,0.216,388956.018862655,805082.44861298,17.7571717694744,0.2311269553337,0.301580804070563,388955.591525791,805082.409264374,17.5391902620687,0.151,0.216
10,388954.252769431,805116.836421792,17.3680683020581,0.014,0.022,388954.226630436,805117.018051779,17.3705092398536,0.310888973406304,0.285276883515905,388954.252769431,805116.836421792,17.3680683020581,0.014,0.022
11,388965.901714872,805075.739551211,17.4667413649971,0.076,0.112,388966.028634675,805075.390009569,17.4800120851125,0.249116869212494,0.169358403895228,388965.901714872,805075.739551211,17.4667413649971,0.076,0.112
12,388973.386888591,805072.090394968,16.8210402575671,0.25,0.268,388973.208007778,805071.339810412,17.6599940249248,0.322734861192094,0.214554324587061,388973.386888591,805072.090394968,16.8210402575671,0.25,0.268
13,388980.866143165,805066.976030087,18.757380964808,0.324016998359598,0.212763810650646,388980.866143165,805066.976030087,18.757380964808,0.324016998359598,0.212763810650646,388980.67129063,805067.036800608,17.0019424848301,0.413,0.437
14,388987.675262924,805026.153605454,17.1404602747571,0.012,0.018,388985.692390324,805039.569940753,17.3663544761811,14.7794201959899,0.223103460331829,388987.675262924,805026.153605454,17.1404602747571,0.012,0.018
15,388986.867481307,805016.423439418,17.1306997077963,0.026,0.055,388986.956486529,805016.908129347,17.1486832463685,1.13245232620724,0.211450191930809,388986.867481307,805016.423439418,17.1306997077963,0.026,0.055
