id,type,x,y,z,horizontalAccuracy,verticalAccuracy,timeStamp,timeStampTick
563,Device,388966.399659311,804987.249274427,17.3357721828264,0.772112578988491,0.0811994266117792,26/09/2023 5:45:18 a.m.,638313039189822920
1900,Device,388935.016982204,804994.93565436,17.6107169443518,0.291685579924912,0.078086238566987,26/09/2023 5:46:03 a.m.,638313039639841930
2829,Device,388914.534971516,804995.958756276,17.8251432982187,0.37964921032981,0.0703918587629142,26/09/2023 5:46:35 a.m.,638313039950095730
4456,Device,388854.889639711,805002.34226601,18.044527737516,1.00926091994643,0.0714783865963493,26/09/2023 5:47:30 a.m.,638313040500134390
6316,Device,388871.375211221,805052.432071727,18.9771406961764,0.282073275889648,0.25850332225557,26/09/2023 5:48:32 a.m.,638313041129961970
6645,Device,388851.927091665,805018.154240659,16.5464381683763,36.924387953595,2.37929648327131,26/09/2023 5:48:44 a.m.,638313041240178400
8279,Device,388915.466295812,805079.190011101,21.7345185552569,18.1540819469111,2.16818460394612,26/09/2023 5:49:44 a.m.,638313041840009290
9614,Device,388937.85774804,805087.40459015,17.2536133970313,24.5051926548493,0.239419582626482,26/09/2023 5:50:29 a.m.,638313042290135450
10388,Device,388956.018862655,805082.44861298,17.7571717694744,0.2311269553337,0.301580804070563,26/09/2023 5:50:55 a.m.,638313042550087540
11778,Device,388954.226630436,805117.018051779,17.3705092398536,0.310888973406304,0.285276883515905,26/09/2023 5:51:41 a.m.,638313043019888870
13292,Device,388966.028634675,805075.390009569,17.4800120851125,0.249116869212494,0.169358403895228,26/09/2023 5:52:33 a.m.,638313043530097040
13797,Device,388973.208007778,805071.339810412,17.6599940249248,0.322734861192094,0.214554324587061,26/09/2023 5:52:49 a.m.,638313043699923180
14364,Device,388980.866143165,805066.976030087,18.757380964808,0.324016998359598,0.212763810650646,26/09/2023 5:53:08 a.m.,638313043889979650
18484,Device,388985.692390324,805039.569940753,17.3663544761811,14.7794201959899,0.223103460331829,26/09/2023 5:55:40 a.m.,638313045409987760
19431,Device,388986.956486529,805016.908129347,17.1486832463685,1.13245232620724,0.211450191930809,26/09/2023 5:56:12 a.m.,638313045729936610
