id,type,x,y,z,horizontalAccuracy,verticalAccuracy,timeStamp,timeStampTick
1,World,388966.187012235,804987.099220665,17.5122922854519,0.014,0.029,26/09/2023 5:44:31 a.m.,638313038710000000
2,World,388965.65302048,804987.277609961,17.5564718364321,0.015,0.03,26/09/2023 5:44:32 a.m.,638313038720000000
3,World,388964.924416448,804987.535162003,17.4923834536878,0.011,0.024,26/09/2023 5:44:33 a.m.,638313038730000000
4,World,388964.20806988,804987.858150939,17.5689703865086,0.012,0.026,26/09/2023 5:44:34 a.m.,638313038740000000
5,World,388963.485627449,804988.103004252,17.5585716120737,0.013,0.027,26/09/2023 5:44:35 a.m.,638313038750000000
6,World,388962.902779498,804988.319794494,17.5427920277956,0.013,0.027,26/09/2023 5:44:36 a.m.,638313038760000000
7,World,388962.476667331,804988.479029891,17.5705526607433,0.015,0.03,26/09/2023 5:44:37 a.m.,638313038770000000
8,World,388962.177777571,804987.898406913,17.5470483213241,0.016,0.032,26/09/2023 5:44:38 a.m.,638313038780000000
9,World,388961.861945891,804987.160393579,17.667157816713,0.017,0.033,26/09/2023 5:44:39 a.m.,638313038790000000
10,World,388962.014100117,804986.698237099,17.6855007940428,0.018,0.034,26/09/2023 5:44:40 a.m.,638313038800000000
11,World,388962.747745404,804986.588683318,17.6607070700056,0.018,0.03,26/09/2023 5:44:41 a.m.,638313038810000000
12,World,388963.524605107,804986.567420359,17.7060854805845,0.019,0.033,26/09/2023 5:44:42 a.m.,638313038820000000
13,World,388964.274315817,804986.382523468,17.6332036209067,0.022,0.032,26/09/2023 5:44:43 a.m.,638313038830000000
14,World,388965.017005237,804986.208511306,17.7131641353562,0.024,0.035,26/09/2023 5:44:44 a.m.,638313038840000000
15,World,388965.795482572,804986.045186739,17.7199737608935,0.023,0.033,26/09/2023 5:44:45 a.m.,638313038850000000
16,World,388966.521200641,804985.847539545,17.5798676025544,0.025,0.036,26/09/2023 5:44:46 a.m.,638313038860000000
17,World,388967.303370645,804985.68865629,17.6730644797068,0.028,0.039,26/09/2023 5:44:47 a.m.,638313038870000000
18,World,388968.133564167,804985.757575021,17.6631436736016,0.029,0.042,26/09/2023 5:44:48 a.m.,638313038880000000
19,World,388968.887646691,804985.984255529,17.6088644056089,0.029,0.042,26/09/2023 5:44:49 a.m.,638313038890000000
20,World,388969.446732821,804986.738431257,17.6037524334436,0.03,0.043,26/09/2023 5:44:50 a.m.,638313038900000000
21,World,388969.61574107,804987.428363213,17.6513295353949,0.02,0.04,26/09/2023 5:44:51 a.m.,638313038910000000
22,World,388969.404641173,804988.058141537,17.7005786229043,0.019,0.041,26/09/2023 5:44:52 a.m.,638313038920000000
23,World,388968.853373076,804988.446712794,17.8756350510807,0.021,0.04,26/09/2023 5:44:53 a.m.,638313038930000000
24,World,388968.017928658,804988.595265068,17.852655915816,0.021,0.042,26/09/2023 5:44:54 a.m.,638313038940000000
25,World,388967.162928018,804988.688351297,17.7755643962514,0.016,0.029,26/09/2023 5:44:55 a.m.,638313038950000000
26,World,388966.423419181,804988.787383883,17.6548873681082,0.016,0.03,26/09/2023 5:44:56 a.m.,638313038960000000
27,World,388965.747083585,804988.924054202,17.6815480121418,0.012,0.025,26/09/2023 5:44:57 a.m.,638313038970000000
28,World,388965.094317597,804988.97586018,17.6855072970859,0.013,0.027,26/09/2023 5:44:58 a.m.,638313038980000000
29,World,388964.549123934,804988.483806225,17.6576340837505,0.011,0.024,26/09/2023 5:44:59 a.m.,638313038990000000
30,World,388964.099873758,804987.730871459,17.5870763920404,0.012,0.026,26/09/2023 5:45:00 a.m.,638313039000000000
31,World,388963.842951938,804987.001345732,17.6631782750469,0.013,0.025,26/09/2023 5:45:01 a.m.,638313039010000000
32,World,388964.10840141,804986.403036981,17.7044245155744,0.013,0.027,26/09/2023 5:45:02 a.m.,638313039020000000
33,World,388964.706927513,804986.099477081,17.6701102972579,0.014,0.026,26/09/2023 5:45:03 a.m.,638313039030000000
34,World,388965.436737759,804985.983187359,17.6376560508089,0.014,0.026,26/09/2023 5:45:04 a.m.,638313039040000000
35,World,388966.138185985,804986.011849709,17.7381590244034,0.016,0.029,26/09/2023 5:45:05 a.m.,638313039050000000
36,World,388966.952636421,804986.352251315,17.6138519157564,0.019,0.034,26/09/2023 5:45:06 a.m.,638313039060000000
37,World,388967.34339985,804986.592403115,17.6749642101217,0.019,0.035,26/09/2023 5:45:07 a.m.,638313039070000000
38,World,388967.482291367,804986.514149445,17.6886296335969,0.018,0.033,26/09/2023 5:45:08 a.m.,638313039080000000
39,World,388967.309568084,804986.573587144,17.7614779506691,0.019,0.036,26/09/2023 5:45:09 a.m.,638313039090000000
