type,x,y,z,horizontalAccuracy,verticalAccuracy,timeStamp,timeStampTick
Device,388968.460521443,804988.842932072,17.3998412188542,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406421466880
Device,388968.460549232,804988.842922401,17.3997514066237,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406421758240
Device,388968.460621571,804988.842884353,17.399666627471,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406422077650
Device,388968.460727201,804988.84279798,17.3995878469231,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406422410450
Device,388968.461820825,804988.846572363,17.4034019498839,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406422828690
Device,388968.461935818,804988.846557095,17.4033778120053,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406423164540
Device,388968.462064784,804988.846596759,17.4033581559354,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406423711030
Device,388968.462671058,804988.850420223,17.4070355485232,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406423804980
Device,388968.46274339,804988.850704222,17.407047437157,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406424096980
Device,388968.462800301,804988.850952679,17.407064646332,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406424401700
Device,388968.463341846,804988.853854134,17.4100222346473,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406424874170
Device,388968.46327603,804988.853933064,17.4100558182422,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406425138330
Device,388968.463969027,804988.85595905,17.4128471345935,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406425595750
Device,388968.463917913,804988.856145733,17.4129129482027,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406425773380
Device,388968.463937161,804988.85637752,17.4129826546103,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406426076730
Device,388968.465224845,804988.858108643,17.4153648817831,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406426405920
Device,388968.465276744,804988.858275622,17.4154313668626,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406426674570
Device,388968.465308133,804988.858323091,17.4154975583916,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406427027450
Device,388968.466176519,804988.85936105,17.4177139141051,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406427376490
Device,388968.46618825,804988.85949409,17.4177887095079,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406427746580
Device,388968.46611348,804988.859610174,17.4178551603666,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406428054680
Device,388968.466644694,804988.862833402,17.4209073626861,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406428526540
Device,388968.46649831,804988.862928109,17.4209567683017,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406428771520
Device,388968.466335152,804988.86298528,17.4210054352029,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406429166390
Device,388968.466177242,804988.863014696,17.4210635650714,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406429399420
Device,388968.467337205,804988.862965299,17.4221921673816,0.281734034730543,0.0576078399521996,28/09/2023 11:30:42 p.m.,638315406429968210
Device,388968.467389552,804988.863011579,17.4222341259776,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406430051550
Device,388968.468668573,804988.863244757,17.4231893538639,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406430446100
Device,388968.468775845,804988.863260006,17.4231801599391,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406430752140
Device,388968.468884963,804988.863382068,17.4231539354901,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406431031890
Device,388968.469539738,804988.86459505,17.4246802215181,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406431524380
Device,388968.469671519,804988.864790408,17.4246108089568,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406431713790
Device,388968.469804896,804988.86499716,17.4245362312632,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406432077090
Device,388968.469939904,804988.865124663,17.4244584980719,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406432398460
Device,388968.471131955,804988.865673355,17.4259639083558,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406432760730
Device,388968.471276228,804988.865625228,17.4258441446743,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406433118020
Device,388968.471461548,804988.865589971,17.425717307377,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406433447740
Device,388968.471815865,804988.866353636,17.4275197995051,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406433803040
Device,388968.472077402,804988.866130797,17.4274214800612,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406434108490
Device,388968.472377205,804988.865887279,17.4273162242928,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406434469040
Device,388968.472525226,804988.866528057,17.4288691364031,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406434823260
Device,388968.472769437,804988.8663793,17.4287953436298,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406435085790
Device,388968.47275357,804988.867651216,17.4305101496144,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406435470550
Device,388968.472968584,804988.867701966,17.4304615643866,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406435772450
Device,388968.473151771,804988.867736428,17.4304075497862,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406436098870
Device,388968.473339263,804988.867721655,17.4303494083208,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406436434690
Device,388968.473060623,804988.868747428,17.4318964827647,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406436932900
Device,388968.473161173,804988.868621444,17.4318566150048,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406437056430
Device,388968.472942828,804988.86920047,17.4330498211964,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406437432240
Device,388968.47298384,804988.869259211,17.4330260788713,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406437721260
Device,388968.473014109,804988.869321123,17.4330004592538,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406437988260
Device,388968.473143866,804988.869879776,17.4340842704982,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406438373190
Device,388968.473222318,804988.870072415,17.434081576635,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406438727900
Device,388968.473405065,804988.870304481,17.4340879580698,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406439034290
Device,388968.473544842,804988.872904491,17.4369969275702,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406439476240
Device,388968.473976464,804988.873017364,17.4370936290628,0.281734034730543,0.0576078399521996,28/09/2023 11:30:43 p.m.,638315406439689810
Device,388968.474496219,804988.873115061,17.4372063387299,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406440036300
Device,388968.474183244,804988.873947831,17.4386223751329,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406440377070
Device,388968.474568401,804988.873936702,17.4387339134957,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406440724130
Device,388968.474969057,804988.873866834,17.4388596740821,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406441041510
Device,388968.474972568,804988.874216378,17.4398518000225,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406441425900
Device,388968.475448027,804988.874192363,17.4399929467733,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406441721980
Device,388968.475947275,804988.87414953,17.4401451353995,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406442027550
Device,388968.476349702,804988.874052185,17.4402978856225,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406442408720
Device,388968.476382825,804988.876722507,17.4421490949414,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406442702450
Device,388968.476558287,804988.876658204,17.4422204772343,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406443027210
Device,388968.477072053,804988.87719419,17.4431567715705,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406443429070
Device,388968.477416444,804988.87698982,17.4432329702793,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406443681740
Device,388968.477820797,804988.876707455,17.4433156331707,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406444097880
Device,388968.478104276,804988.878059509,17.444876698716,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406444504340
Device,388968.477660118,804988.876156176,17.4452282653301,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406444809280
Device,388968.476713526,804988.872124821,17.4466668966677,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406445032240
Device,388968.475107905,804988.866134625,17.4500670290205,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406445411420
Device,388968.477159167,804988.860719302,17.4559671715698,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406445813740
Device,388968.476044278,804988.854232837,17.4620266041339,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406446036270
Device,388968.475088248,804988.84746211,17.4681722718887,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406446368970
Device,388968.475194306,804988.837473473,17.4724971743559,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406446727560
Device,388968.47348104,804988.828632901,17.4761176006021,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406447164590
Device,388968.471268218,804988.818812777,17.4781435546162,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406447404640
Device,388968.470642167,804988.809238571,17.47995433459,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406447739390
Device,388968.468272603,804988.799023739,17.4806213852482,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406448044360
Device,388968.465637667,804988.788840221,17.4816418134955,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406448346140
Device,388968.464038918,804988.780152238,17.4835538827919,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406448726100
Device,388968.46110261,804988.768799794,17.4850489202548,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406449034140
Device,388968.457520884,804988.755687318,17.4869201196316,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406449381120
Device,388968.454597007,804988.741521156,17.4915988835638,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406449730530
Device,388968.449229796,804988.724046826,17.4946493886739,0.281734034730543,0.0576078399521996,28/09/2023 11:30:44 p.m.,638315406449998590
Device,388968.442590785,804988.703630326,17.4980217631679,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406450337550
Device,388968.436022165,804988.682725423,17.4998611489851,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406450745990
Device,388968.429130989,804988.65879506,17.5032644546286,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406451138570
Device,388968.422090793,804988.633647556,17.5070595177569,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406451443860
Device,388968.41476478,804988.607106082,17.5106064446917,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406451902230
Device,388968.407356205,804988.580316477,17.512609079393,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406452149680
Device,388968.398404933,804988.549236418,17.5159278218654,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406452326010
Device,388968.387574579,804988.518626816,17.5200877674214,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406452720650
Device,388968.377166692,804988.483012289,17.5240625955239,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406453059370
Device,388968.366972484,804988.44650177,17.5284172829649,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406453364590
Device,388968.356930999,804988.409825438,17.5318795227097,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406453652580
Device,388968.347770361,804988.373763797,17.5371320187797,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406454147390
Device,388968.338369265,804988.336642553,17.5426935392316,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406454463910
Device,388968.327947989,804988.298805164,17.5487413630112,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406454667270
Device,388968.318121377,804988.261125949,17.5540474947701,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406455025580
Device,388968.307393557,804988.224798825,17.5597173158169,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406455374240
Device,388968.297881516,804988.187899718,17.5642764249677,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406455731970
Device,388968.287939175,804988.150657593,17.5684528680353,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406456000010
Device,388968.277538828,804988.116508986,17.5738728619128,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406456365310
Device,388968.267121581,804988.078960279,17.5765517819868,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406456838110
Device,388968.256845649,804988.04143152,17.578067044704,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406457184780
Device,388968.246401412,804988.002674726,17.5775442023355,0.281734034730543,0.0576078399521996,28/09/2023 11:30:45 p.m.,638315406457372170
