type,x,y,z,horizontalAccuracy,verticalAccuracy,timeStamp,timeStampTick
World,388966.284924406,804986.770169991,17.4164864679303,0.012,0.022,16/10/2023 3:50:02 a.m.,638330250020000000
World,388966.242255579,804986.759840843,17.4248530670947,0.013,0.023,16/10/2023 3:50:03 a.m.,638330250030000000
World,388966.224136963,804986.732128878,17.4221464255299,0.015,0.026,16/10/2023 3:50:04 a.m.,638330250040000000
World,388966.227837053,804986.763219407,17.5008635786263,0.014,0.026,16/10/2023 3:50:05 a.m.,638330250050000000
World,388966.219551515,804986.748356169,17.4599838289353,0.011,0.019,16/10/2023 3:50:06 a.m.,638330250060000000
World,388966.219057104,804986.748034018,17.4571781616156,0.012,0.021,16/10/2023 3:50:07 a.m.,638330250070000000
World,388966.224137766,804986.74387509,17.4475683012517,0.012,0.021,16/10/2023 3:50:08 a.m.,638330250080000000
World,388966.219291551,804986.743359383,17.4522595827691,0.013,0.023,16/10/2023 3:50:09 a.m.,638330250090000000
World,388965.882948107,804986.87606378,17.5735892048735,0.012,0.021,16/10/2023 3:50:10 a.m.,638330250100000000
World,388965.093553552,804987.232114031,17.6466206553415,0.016,0.026,16/10/2023 3:50:11 a.m.,638330250110000000
World,388964.075159324,804987.887528465,17.687223557634,0.015,0.024,16/10/2023 3:50:12 a.m.,638330250120000000
World,388962.92803409,804988.668821511,17.6085014359548,0.015,0.025,16/10/2023 3:50:13 a.m.,638330250130000000
World,388961.747794142,804989.448203919,17.5728239270836,0.019,0.034,16/10/2023 3:50:14 a.m.,638330250140000000
World,388960.493675633,804990.09956979,17.5616755293357,0.019,0.034,16/10/2023 3:50:15 a.m.,638330250150000000
World,388959.309719505,804990.683057784,17.6276279021818,0.019,0.034,16/10/2023 3:50:16 a.m.,638330250160000000
World,388958.070935943,804991.119427613,17.6171297154782,0.019,0.034,16/10/2023 3:50:17 a.m.,638330250170000000
World,388956.758126699,804991.455010372,17.5699596173366,0.016,0.029,16/10/2023 3:50:18 a.m.,638330250180000000
World,388955.492475501,804991.768134098,17.5648331194547,0.017,0.03,16/10/2023 3:50:19 a.m.,638330250190000000
World,388954.218896654,804992.107283635,17.6117782587855,0.015,0.028,16/10/2023 3:50:20 a.m.,638330250200000000
World,388952.901657102,804992.358653665,17.6400387797558,0.016,0.029,16/10/2023 3:50:21 a.m.,638330250210000000
World,388951.632396141,804992.654432028,17.681263138321,0.013,0.023,16/10/2023 3:50:22 a.m.,638330250220000000
World,388950.302076195,804992.841698359,17.6669244705975,0.014,0.024,16/10/2023 3:50:23 a.m.,638330250230000000
World,388948.990014767,804993.033409831,17.6367647024532,0.012,0.02,16/10/2023 3:50:24 a.m.,638330250240000000
World,388947.63186117,804993.24019664,17.6437380333862,0.012,0.022,16/10/2023 3:50:25 a.m.,638330250250000000
World,388946.312107345,804993.412650558,17.6569080637153,0.013,0.023,16/10/2023 3:50:26 a.m.,638330250260000000
World,388945.051115872,804993.588697595,17.6633059340887,0.012,0.02,16/10/2023 3:50:27 a.m.,638330250270000000
World,388943.91322102,804993.669355477,17.7179132165717,0.01,0.017,16/10/2023 3:50:28 a.m.,638330250280000000
World,388942.714471909,804993.829713693,17.6911501408052,0.01,0.018,16/10/2023 3:50:29 a.m.,638330250290000000
