type,x,y,z,horizontalAccuracy,verticalAccuracy,timeStamp,timeStampTick
World,388979.992679984,804988.958974466,17.440119432995,0.015,0.024,16/10/2023 4:16:08 a.m.,638330265680000000
World,388979.912177629,804988.8898849,17.4699018527,0.014,0.024,16/10/2023 4:16:09 a.m.,638330265690000000
World,388978.968489594,804989.010834843,17.5266417905892,0.015,0.026,16/10/2023 4:16:10 a.m.,638330265700000000
World,388977.779347201,804989.023937378,17.6054765606315,0.014,0.023,16/10/2023 4:16:11 a.m.,638330265710000000
World,388976.538553768,804989.064949034,17.6387201183722,0.015,0.025,16/10/2023 4:16:12 a.m.,638330265720000000
World,388975.406018915,804989.141247384,17.671888127762,0.016,0.027,16/10/2023 4:16:13 a.m.,638330265730000000
World,388974.420400708,804989.095157557,17.7198841566873,0.014,0.025,16/10/2023 4:16:14 a.m.,638330265740000000
World,388973.526358701,804989.162959142,17.7014617443991,0.014,0.024,16/10/2023 4:16:15 a.m.,638330265750000000
World,388972.544762971,804989.356910989,17.7179353440973,0.015,0.026,16/10/2023 4:16:16 a.m.,638330265760000000
World,388971.386503771,804989.418134064,17.7104667942617,0.014,0.025,16/10/2023 4:16:17 a.m.,638330265770000000
World,388970.381977056,804989.368842121,17.7619493410032,0.015,0.027,16/10/2023 4:16:18 a.m.,638330265780000000
World,388969.344457432,804989.065628805,17.701361574914,0.014,0.025,16/10/2023 4:16:19 a.m.,638330265790000000
World,388968.508850269,804988.541141392,17.631738221885,0.015,0.028,16/10/2023 4:16:20 a.m.,638330265800000000
World,388967.678701633,804988.014817688,17.6356528608999,0.014,0.025,16/10/2023 4:16:21 a.m.,638330265810000000
World,388966.931397125,804987.490525782,17.6009194351807,0.016,0.028,16/10/2023 4:16:22 a.m.,638330265820000000
World,388966.414223376,804987.005983303,17.4247166546638,0.019,0.031,16/10/2023 4:16:23 a.m.,638330265830000000
World,388966.271511697,804986.776483188,17.4736663795846,0.016,0.03,16/10/2023 4:16:24 a.m.,638330265840000000
World,388966.271110103,804986.799288512,17.4748715814128,0.015,0.03,16/10/2023 4:16:25 a.m.,638330265850000000
World,388966.279210746,804986.805646073,17.4789336107681,0.017,0.034,16/10/2023 4:16:26 a.m.,638330265860000000
World,388966.224644227,804986.747459456,17.5308836151064,0.024,0.056,16/10/2023 4:16:27 a.m.,638330265870000000
World,388966.220857802,804986.768278152,17.5162150761435,0.024,0.057,16/10/2023 4:16:28 a.m.,638330265880000000
World,388966.21617302,804986.777789517,17.522891551221,0.025,0.059,16/10/2023 4:16:29 a.m.,638330265890000000
World,388966.230819773,804986.785758993,17.4633196094554,0.017,0.033,16/10/2023 4:16:30 a.m.,638330265900000000
World,388966.232568545,804986.76551915,17.4526184244757,0.016,0.032,16/10/2023 4:16:31 a.m.,638330265910000000
World,388966.231527694,804986.769484788,17.4475027109812,0.017,0.034,16/10/2023 4:16:32 a.m.,638330265920000000
World,388966.223697866,804986.756927051,17.4734954138852,0.016,0.031,16/10/2023 4:16:33 a.m.,638330265930000000
World,388965.708191854,804986.912306975,17.6336520271523,0.017,0.034,16/10/2023 4:16:34 a.m.,638330265940000000
World,388964.583157399,804987.574834607,17.6102176995595,0.018,0.034,16/10/2023 4:16:35 a.m.,638330265950000000
World,388963.307278882,804988.442482284,17.6253295176899,0.02,0.038,16/10/2023 4:16:36 a.m.,638330265960000000
