peg_id,f_easting,f_northing,f_elevation,f_horizontal_acc,f_vertical_acc,d_easting,d_northing,d_elevation,d_horizontal_acc,d_vertical_acc,w_easting,w_northing,w_elevation,w_horizontal_acc,w_vertical_acc
1,388966.225746221,804986.744272519,17.4032062274922,0.011,0.016,388965.99286962,804986.808154079,17.3914483932716,0.193582180319296,0.0716490244703656,388966.225746221,804986.744272519,17.4032062274922,0.011,0.016
2,388935.058342376,804995.063433796,17.6554745668421,0.009,0.013,388935.403975074,804994.985468554,17.6819420399806,0.330377676254399,0.076257909113622,388935.058342376,804995.063433796,17.6554745668421,0.009,0.013
3,388915.119998224,804996.137668653,17.7969486459317,0.011,0.015,388915.136875133,804996.258283796,17.7733090122623,0.271604214472317,0.038105171740854,388915.119998224,804996.137668653,17.7969486459317,0.011,0.015
4,388856.100549427,805002.330468642,18.0506686452267,0.009,0.012,388856.109457153,805002.356154045,18.0272548257224,0.351135934589438,0.067942542791546,388856.100549427,805002.330468642,18.0506686452267,0.009,0.012
5,388871.371893518,805052.274935238,19.093677947477,0.217,0.913,388871.440408987,805052.20003283,18.7240940215738,0.269646390205901,0.377411388329582,388871.371893518,805052.274935238,19.093677947477,0.217,0.913
6,388871.994872409,805053.214018055,18.8815025436509,0.057,0.093,388871.956972021,805053.206028273,18.9030063885787,0.240559912555698,0.410572389882113,388871.994872409,805053.214018055,18.8815025436509,0.057,0.093
7,388932.396530013,805058.129021832,17.6071919868368,0.008,0.011,388932.41682892,805058.188052907,17.5879212621117,0.177323419394743,0.178977721048142,388932.396530013,805058.129021832,17.6071919868368,0.008,0.011
8,388937.207402144,805075.669739706,17.5414685745615,0.045,0.032,388935.463521832,805076.210361904,18.0277884600674,0.197919091706897,0.114445029943402,388937.207402144,805075.669739706,17.5414685745615,0.045,0.032
9,388955.688446602,805082.295263583,17.5113507128068,0.067,0.093,388955.668883379,805081.793575464,17.5314997663712,0.618087797905686,0.232283232335592,388955.688446602,805082.295263583,17.5113507128068,0.067,0.093
10,388954.446462347,805117.002488066,17.7964141108245,0.272739315457406,0.240389373308077,388954.446462347,805117.002488066,17.7964141108245,0.272739315457406,0.240389373308077,388954.156495246,805116.794055179,17.098911981828,0.526,0.838
11,388965.839326396,805075.692137074,17.3788863958163,0.107,0.258,388965.960704993,805075.317026458,17.4201900450648,0.382060917614687,0.317559930909909,388965.839326396,805075.692137074,17.3788863958163,0.107,0.258
12,388972.632833557,805071.972033058,17.3931991803558,0.266,0.431,388972.980304849,805071.378438462,17.1027093507932,0.426193577143756,0.32410128230858,388972.632833557,805071.972033058,17.3931991803558,0.266,0.431
13,388980.71772742,805067.525101566,17.6512880754355,0.146,0.179,388980.140149878,805067.79342847,17.6238314950751,0.878615889871302,0.580828500416135,388980.71772742,805067.525101566,17.6512880754355,0.146,0.179
14,388987.674800876,805026.164523491,17.1534979722424,0.022,0.022,389010.823212004,805089.72550483,19.0825519626726,12.443491968501,0.5375333164232,388987.674800876,805026.164523491,17.1534979722424,0.022,0.022
15,388986.86159786,805016.441794467,17.1776987831565,0.031,0.052,388986.809727358,805016.400687586,17.1285719237762,0.192397638998414,0.201610459972452,388986.86159786,805016.441794467,17.1776987831565,0.031,0.052
