peg_id,f_easting,f_northing,f_elevation,f_horizontal_acc,f_vertical_acc,d_easting,d_northing,d_elevation,d_horizontal_acc,d_vertical_acc,w_easting,w_northing,w_elevation,w_horizontal_acc,w_vertical_acc
1,388966.219952659,804986.735242707,17.3983562688792,0.008,0.015,388966.983599114,804990.945087329,17.8720175073736,2.47730978418365,0.154183823637562,388966.219952659,804986.735242707,17.3983562688792,0.008,0.015
2,388935.048992242,804995.083467344,17.6681446291336,0.007,0.012,388934.619079187,804995.163115909,17.6655429895203,0.274092236508737,0.141130166742627,388935.048992242,804995.083467344,17.6681446291336,0.007,0.012
3,388915.11005388,804996.111185313,17.8156921355539,0.009,0.016,388915.262688796,804996.175189321,17.7853699285596,0.22508039491601,0.0525436205954842,388915.11005388,804996.111185313,17.8156921355539,0.009,0.016
4,388856.086062156,805002.35965012,18.0890843242822,0.007,0.012,388855.230688931,805002.407310194,18.1527342898631,0.467697524624212,0.0370871978256979,388856.086062156,805002.35965012,18.0890843242822,0.007,0.012
5,388871.561027922,805052.431168217,19.0552241021441,0.220427748761688,0.153266148465389,388871.561027922,805052.431168217,19.0552241021441,0.220427748761688,0.153266148465389,388871.121945428,805051.150251905,19.1225531147097,0.746,0.806
6,388871.996014319,805053.259824301,18.9771549051994,0.022,0.036,388872.198023639,805053.4515809,19.1494793037911,0.211533579392726,0.165930311053194,388871.996014319,805053.259824301,18.9771549051994,0.022,0.036
7,388932.410262076,805058.119492468,17.6067176929796,0.009,0.013,388932.992454837,805058.218110669,17.4570002521604,0.287136136146329,0.128729176162148,388932.410262076,805058.119492468,17.6067176929796,0.009,0.013
8,388937.185843218,805075.50172735,17.6631685908825,0.054,0.094,388937.661856966,805076.003039495,17.609257682431,0.370170727711616,0.151213929661917,388937.185843218,805075.50172735,17.6631685908825,0.054,0.094
9,388955.624112965,805082.294833801,17.3726728788795,0.088,0.118,388955.649749727,805082.302761888,17.3461335312015,0.290654010208703,0.163990528403223,388955.624112965,805082.294833801,17.3726728788795,0.088,0.118
10,388954.268670484,805116.818141733,17.466477389029,0.027,0.042,388954.302473914,805117.336319483,17.4662552852509,0.257546976827274,0.163794467645708,388954.268670484,805116.818141733,17.466477389029,0.027,0.042
11,388965.950670975,805075.837817152,17.5247055040014,0.118,0.152,388965.917410183,805075.824927226,17.468044394343,0.290046374123005,0.180408777691634,388965.950670975,805075.837817152,17.5247055040014,0.118,0.152
12,388973.326614576,805071.434349212,17.4947854088299,0.205814581586676,0.193878062040805,388973.326614576,805071.434349212,17.4947854088299,0.205814581586676,0.193878062040805,388973.071613135,805072.10947345,17.3760649416915,0.254,0.282
13,388980.784594126,805067.037794576,19.7339230486383,0.175135398712926,0.190932044974375,388980.784594126,805067.037794576,19.7339230486383,0.175135398712926,0.190932044974375,388980.497122128,805067.688145329,17.6661496696303,0.428,0.466
14,388987.670542506,805026.162167696,17.1790367280496,0.012,0.013,388987.660947925,805025.502041668,19.1126808035889,0.175135398712926,0.190932044974375,388987.670542506,805026.162167696,17.1790367280496,0.012,0.013
15,388986.869674717,805016.441035566,17.1593182653061,0.017,0.029,388986.936364244,805016.523648926,16.9430823954004,0.167037388903916,0.156360201780149,388986.869674717,805016.441035566,17.1593182653061,0.017,0.029
