peg_id,f_easting,f_northing,f_elevation,f_horizontal_acc,f_vertical_acc,d_easting,d_northing,d_elevation,d_horizontal_acc,d_vertical_acc,w_easting,w_northing,w_elevation,w_horizontal_acc,w_vertical_acc
1,388966.219961924,804986.739047482,17.4719616962595,0.016,0.04,388972.213170455,804982.145708083,17.4212448011937,4.58588190246177,0.113154734362093,388966.219961924,804986.739047482,17.4719616962595,0.016,0.04
2,388935.032490056,804995.079692311,17.7137730638937,0.008,0.014,388934.606356818,804995.227431337,17.6716285459289,0.299271529285143,0.106074106246396,388935.032490056,804995.079692311,17.7137730638937,0.008,0.014
3,388915.040341449,804996.107730105,17.8441861001314,0.008,0.014,388914.910027396,804996.132432753,17.8160674654547,0.322391859302989,0.0816983011309451,388915.040341449,804996.107730105,17.8441861001314,0.008,0.014
4,388856.100550524,805002.325985014,18.1201944630209,0.011,0.019,388856.5222572,805002.231115079,18.1102427779195,0.514841379175287,0.039547444824676,388856.100550524,805002.325985014,18.1201944630209,0.011,0.019
5,388871.390278793,805052.463597714,19.2537703763188,0.114760628351898,0.0747876442322198,388871.390278793,805052.463597714,19.2537703763188,0.114760628351898,0.0747876442322198,388870.397816431,805051.886491388,18.2978898791995,0.685,0.756
6,388872.194252773,805053.389220397,19.1978937134087,0.119662743900446,0.0762474096035256,388872.194252773,805053.389220397,19.1978937134087,0.119662743900446,0.0762474096035256,388871.960313588,805053.168541457,19.1521085408625,0.173,0.142
7,388932.397646546,805058.131692087,17.6594218319116,0.009,0.012,388932.719547781,805058.82966363,16.7722343789914,0.0874789240493324,0.0330511143568054,388932.397646546,805058.131692087,17.6594218319116,0.009,0.012
8,388937.221549423,805075.555374142,17.3747375343781,0.042,0.069,388937.680522193,805076.462428409,17.7897678299764,0.437112583793294,0.300743898452173,388937.221549423,805075.555374142,17.3747375343781,0.042,0.069
9,388955.68752517,805082.296363938,17.4118426736445,0.049,0.065,388944.869198328,805090.335077501,16.7200689157552,5.47778454445903,0.417150781388084,388955.68752517,805082.296363938,17.4118426736445,0.049,0.065
10,388954.332706388,805116.948117889,18.014852481367,0.124281990608367,0.0962377753214169,388954.332706388,805116.948117889,18.014852481367,0.124281990608367,0.0962377753214169,388954.174684416,805115.557332838,19.6108328527012,0.944,1.477
11,388965.84499919,805075.626739212,15.1737207115958,0.103250541338328,0.0805212250405098,388965.84499919,805075.626739212,15.1737207115958,0.103250541338328,0.0805212250405098,388965.559120914,805074.699621696,19.3020002812335,1.002,1.433
12,388973.248077355,805071.625590468,13.7931994410131,0.103250541338328,0.0805212250405098,388973.248077355,805071.625590468,13.7931994410131,0.103250541338328,0.0805212250405098,388972.516121935,805071.225380387,19.4993730425266,1.119,1.614
13,388980.891325965,805067.385092512,12.3113885361063,0.103250541338328,0.0805212250405098,388980.891325965,805067.385092512,12.3113885361063,0.103250541338328,0.0805212250405098,388980.056561864,805066.917716957,19.0788551393734,1.152,1.753
14,388987.807592991,805026.974309005,6.8164283463544,0.103250541338328,0.0805212250405098,388987.807592991,805026.974309005,6.8164283463544,0.103250541338328,0.0805212250405098,388987.827151398,805026.45494648,17.055916624834,0.72,1.127
