id,type,x,y,z,horizontalAccuracy,verticalAccuracy,timeStamp,timeStampTick
32,World,388966.409070521,804986.958545905,17.2534455829727,0.168,0.207,26/09/2023 6:11:25 a.m.,638313054850000000
73,World,388934.926101517,804995.180915311,17.5449330782565,0.015,0.046,26/09/2023 6:12:06 a.m.,638313055260000000
102,World,388914.951047477,804996.250469446,17.7313340422087,0.014,0.035,26/09/2023 6:12:35 a.m.,638313055550000000
164,World,388855.942434073,805002.455422797,18.0223540849575,0.014,0.033,26/09/2023 6:13:37 a.m.,638313056170000000
230,World,388871.178306407,805051.26629057,18.872709954349,0.829,0.889,26/09/2023 6:14:43 a.m.,638313056830000000
243,World,388871.710533439,805052.170587318,18.8608395043079,0.873,0.926,26/09/2023 6:14:56 a.m.,638313056960000000
310,World,388932.269782044,805058.238901911,17.5170935774473,0.015,0.046,26/09/2023 6:16:03 a.m.,638313057630000000
338,World,388937.057924912,805075.800051015,17.3879903784284,0.053,0.066,26/09/2023 6:16:31 a.m.,638313057910000000
369,World,388955.461862261,805082.394273971,17.5435305576852,0.105,0.165,26/09/2023 6:17:02 a.m.,638313058220000000
406,World,388955.196225123,805116.270515179,18.4236189254972,0.691,0.61,26/09/2023 6:17:39 a.m.,638313058590000000
456,World,388965.803200096,805075.947626305,17.3548824850724,0.438,0.607,26/09/2023 6:18:29 a.m.,638313059090000000
478,World,388973.173921933,805071.842100183,16.8888019478724,0.489,0.645,26/09/2023 6:18:51 a.m.,638313059310000000
500,World,388980.511502335,805067.476793886,16.8890301949392,0.486,0.679,26/09/2023 6:19:13 a.m.,638313059530000000
545,World,388987.532259271,805026.262552226,17.0127814244717,0.111,0.072,26/09/2023 6:19:58 a.m.,638313059980000000
565,World,388986.696599394,805016.549697389,17.0751340240823,0.023,0.053,26/09/2023 6:20:18 a.m.,638313060180000000
