id,type,x,y,z,horizontalAccuracy,verticalAccuracy,timeStamp,timeStampTick
1,Device,388935.537065378,804995.054083446,17.7483231252906,0.0,0.0,26/09/2023 6:12:04 a.m.,638313055243698620
2,Device,388935.533122194,804995.054765538,17.7472017454157,1.27626168686517,0.682852320497328,26/09/2023 6:12:04 a.m.,638313055244057920
3,Device,388935.535004788,804995.053031275,17.7479020135576,1.27626168686517,0.682852320497328,26/09/2023 6:12:04 a.m.,638313055244585830
4,Device,388935.536956463,804995.051769014,17.7483984781566,1.27626168686517,0.682852320497328,26/09/2023 6:12:04 a.m.,638313055244786580
5,Device,388935.536271576,804995.051918483,17.7475842725712,1.27626168686517,0.682852320497328,26/09/2023 6:12:04 a.m.,638313055245258510
6,Device,388935.538225654,804995.051573173,17.7476550663664,1.27626168686517,0.682852320497328,26/09/2023 6:12:04 a.m.,638313055245424340
7,Device,388935.54007153,804995.051636301,17.7475977285683,1.27626168686517,0.682852320497328,26/09/2023 6:12:04 a.m.,638313055245669620
8,Device,388935.537329183,804995.052156913,17.7467320129966,1.27626168686517,0.682852320497328,26/09/2023 6:12:04 a.m.,638313055246032440
9,Device,388935.53836109,804995.052948349,17.7465335792176,1.27626168686517,0.682852320497328,26/09/2023 6:12:04 a.m.,638313055246392320
10,Device,388935.539089064,804995.054064969,17.7463028665347,1.27626168686517,0.682852320497328,26/09/2023 6:12:04 a.m.,638313055246790310
11,Device,388935.536721437,804995.054266323,17.7463005805518,1.27626168686517,0.682852320497328,26/09/2023 6:12:04 a.m.,638313055247351460
12,Device,388935.538402025,804995.056904944,17.745427024681,1.27626168686517,0.682852320497328,26/09/2023 6:12:04 a.m.,638313055247907270
13,Device,388935.53692578,804995.057721363,17.7457533129136,1.27626168686517,0.682852320497328,26/09/2023 6:12:04 a.m.,638313055248123360
14,Device,388935.537976563,804995.058659725,17.7454300540022,1.27626168686517,0.682852320497328,26/09/2023 6:12:04 a.m.,638313055248415480
15,Device,388935.538573702,804995.059760351,17.7451633588727,1.27626168686517,0.682852320497328,26/09/2023 6:12:04 a.m.,638313055248784830
16,Device,388935.535804514,804995.061616988,17.7436300601346,1.27626168686517,0.682852320497328,26/09/2023 6:12:04 a.m.,638313055249097760
17,Device,388935.535195458,804995.063309733,17.7433602467009,1.27626168686517,0.682852320497328,26/09/2023 6:12:04 a.m.,638313055249428680
18,Device,388935.534240296,804995.064960117,17.7432120525821,1.27626168686517,0.682852320497328,26/09/2023 6:12:04 a.m.,638313055249734710
19,Device,388935.5340009,804995.067576954,17.7425663861386,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055250187590
20,Device,388935.533176158,804995.068792025,17.7425699439797,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055250490080
21,Device,388935.53256686,804995.069701124,17.7426374885649,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055250827750
22,Device,388935.532206545,804995.07024634,17.7427800314781,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055251147210
23,Device,388935.533269,804995.069127813,17.7436230518297,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055251448740
24,Device,388935.53343917,804995.068516665,17.7440950980411,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055251745630
25,Device,388935.534206221,804995.06821444,17.7443598045727,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055252110290
26,Device,388935.534420961,804995.067061578,17.7450271741391,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055252387070
27,Device,388935.534499675,804995.065973916,17.7457029885715,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055252738830
28,Device,388935.532318109,804995.068078664,17.7454722996208,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055253184040
29,Device,388935.532301074,804995.067299524,17.7460273938535,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055253369810
30,Device,388935.532316051,804995.066583276,17.7465444423548,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055253714240
31,Device,388935.528146273,804995.067205829,17.7463788438584,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055254096790
32,Device,388935.528258635,804995.066549181,17.7467946545116,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055254373750
33,Device,388935.528573636,804995.06583871,17.7471819110487,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055254726910
34,Device,388935.526112876,804995.066646921,17.7469564290332,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055255076460
35,Device,388935.52654546,804995.066034672,17.7472271435439,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055255336920
36,Device,388935.526850578,804995.065619615,17.747451026888,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055255752080
37,Device,388935.524050593,804995.066984189,17.7470550106827,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055256150570
38,Device,388935.523983204,804995.067141833,17.7471006188543,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055256402560
39,Device,388935.523922046,804995.067396244,17.7471069063015,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055256760530
40,Device,388935.523181056,804995.068345112,17.7474014468307,1.27626168686517,0.682852320497328,26/09/2023 6:12:05 a.m.,638313055257181960
