id,type,x,y,z,horizontalAccuracy,verticalAccuracy,timeStamp,timeStampTick
181,Device,388966.157502272,804987.326959627,17.6288982500004,2.30178539873962,0.128184388221702,26/09/2023 5:58:53 a.m.,638313047339971180
1285,Device,388934.370647654,804995.279951359,17.6234375219447,0.412762428906871,0.125869305651985,26/09/2023 5:59:31 a.m.,638313047710122490
1938,Device,388914.152067957,804995.994655465,17.8278163659004,0.314345337251708,0.0587014361896842,26/09/2023 5:59:52 a.m.,638313047929858650
3633,Device,388855.728567806,805002.293566497,18.0547640646325,0.25621669254977,0.0703146392037816,26/09/2023 6:00:49 a.m.,638313048499883010
5153,Device,388871.372700066,805052.517883532,18.878312752584,0.24942469184408,0.254906474488049,26/09/2023 6:01:41 a.m.,638313049010131860
5629,Device,388872.10172163,805053.441969418,18.9742299680566,0.286381611966199,0.255925430965309,26/09/2023 6:01:56 a.m.,638313049169959590
8317,Device,388984.044878729,805005.363576023,6.59479086269318,18.6307124149137,2.76440411729962,26/09/2023 6:03:31 a.m.,638313050110087320
9475,Device,388936.109738351,805069.117388635,17.960162666729,22.341515719172,2.74452102687938,26/09/2023 6:04:09 a.m.,638313050499939630
10399,Device,388955.789272098,805082.282830463,17.4588977255332,0.226549781106113,0.249113601391652,26/09/2023 6:04:40 a.m.,638313050809897300
11529,Device,388954.343677233,805117.125286826,17.4185598008915,0.235952264439258,0.252000347516134,26/09/2023 6:05:19 a.m.,638313051190060370
13199,Device,388966.000915771,805075.509142236,17.5169781313501,0.283594969572034,0.178063163367311,26/09/2023 6:06:14 a.m.,638313051749939560
13646,Device,388973.268050607,805071.492358071,18.1642561998495,0.350296552956606,0.252931555140875,26/09/2023 6:06:30 a.m.,638313051900209370
14241,Device,388980.802356399,805067.165133354,19.3338263213766,0.279553355194595,0.260493557594264,26/09/2023 6:06:50 a.m.,638313052100188500
15455,Device,388987.43956031,805026.440698923,20.4641739500745,0.218465744359713,0.222813691896775,26/09/2023 6:07:31 a.m.,638313052510025740
16139,Device,388986.891974056,805016.468845383,17.056823717138,0.240624710074584,0.290410019523111,26/09/2023 6:07:54 a.m.,638313052740042920
