id,type,x,y,z,horizontalAccuracy,verticalAccuracy,timeStamp,timeStampTick
6,World,388966.223697866,804986.756927051,17.4734954138852,0.016,0.031,16/10/2023 4:16:33 a.m.,638330265930000000
34,World,388935.065729151,804995.080207941,17.722533874836,0.014,0.03,16/10/2023 4:17:01 a.m.,638330266210000000
62,World,388915.098561407,804996.133312225,17.847487482523,0.014,0.023,16/10/2023 4:17:29 a.m.,638330266490000000
118,World,388856.101801208,805002.335010595,18.1111107960826,0.013,0.02,16/10/2023 4:18:25 a.m.,638330267050000000
184,World,388870.5640875,805050.813896431,21.4025174807301,0.813,0.845,16/10/2023 4:19:31 a.m.,638330267710000000
198,World,388871.089641818,805051.635339759,21.4281744243022,0.822,0.854,16/10/2023 4:19:45 a.m.,638330267850000000
274,World,388932.398091366,805058.131165474,17.668884868884,0.01,0.014,16/10/2023 4:21:01 a.m.,638330268610000000
300,World,388937.182959384,805075.608785731,17.5947366301946,0.044,0.069,16/10/2023 4:21:27 a.m.,638330268870000000
329,World,388955.550226966,805082.287806094,17.6073110437777,0.096,0.184,16/10/2023 4:21:56 a.m.,638330269160000000
377,World,388954.254919604,805116.850196456,17.4415161223576,0.016,0.024,16/10/2023 4:22:44 a.m.,638330269640000000
426,World,388965.809067599,805075.798212918,17.5601451071131,0.084,0.091,16/10/2023 4:23:33 a.m.,638330270130000000
448,World,388973.003189833,805071.691033379,17.8674639428658,0.319,0.3,16/10/2023 4:23:55 a.m.,638330270350000000
470,World,388979.979230077,805067.599402544,17.7837902920621,0.514,0.506,16/10/2023 4:24:17 a.m.,638330270570000000
